nominal,data,curs,cdx
1,4/27/2023,81.6274,Доллар США
1,4/26/2023,81.5499,Доллар США
1,4/25/2023,81.2745,Доллар США
1,4/22/2023,81.4863,Доллар США
1,4/21/2023,81.6188,Доллар США
1,4/20/2023,81.6549,Доллар США
1,4/19/2023,81.6028,Доллар США
1,4/18/2023,81.6279,Доллар США
1,4/15/2023,81.5045,Доллар США
1,4/14/2023,81.6758,Доллар США
1,4/13/2023,82.0934,Доллар США
1,4/12/2023,82.1799,Доллар США
1,4/11/2023,81.7441,Доллар США
1,4/8/2023,82.3988,Доллар США
1,4/7/2023,80.6713,Доллар США
1,4/6/2023,79.4961,Доллар США
1,4/5/2023,79.3563,Доллар США
1,4/4/2023,77.9510,Доллар США
1,4/1/2023,77.3233,Доллар США
1,3/31/2023,77.0863,Доллар США
1,3/30/2023,76.9781,Доллар США
1,3/29/2023,76.5939,Доллар США
1,3/28/2023,76.5662,Доллар США
1,3/25/2023,76.4479,Доллар США
1,3/24/2023,76.3072,Доллар США
1,3/23/2023,76.9561,Доллар США
1,3/22/2023,76.8373,Доллар США
1,3/21/2023,77.2422,Доллар США
1,3/18/2023,76.6044,Доллар США
1,3/17/2023,76.4095,Доллар США
1,3/16/2023,75.7457,Доллар США
1,3/15/2023,75.1927,Доллар США
1,3/14/2023,75.4609,Доллар США
1,3/11/2023,75.9406,Доллар США
1,3/10/2023,75.9028,Доллар США
1,3/8/2023,75.4577,Доллар США
1,3/7/2023,75.4728,Доллар США
1,3/4/2023,75.4592,Доллар США
1,3/3/2023,75.4729,Доллар США
1,3/2/2023,75.2513,Доллар США
1,3/1/2023,74.8932,Доллар США
1,2/28/2023,75.4323,Доллар США
1,2/23/2023,74.7087,Доллар США
1,2/22/2023,74.8596,Доллар США
1,2/21/2023,74.0432,Доллар США
1,2/18/2023,74.7588,Доллар США
1,2/17/2023,74.7638,Доллар США
1,2/16/2023,74.2077,Доллар США
1,2/15/2023,73.8645,Доллар США
1,2/14/2023,73.6307,Доллар США
1,2/11/2023,72.7923,Доллар США
1,2/10/2023,72.8949,Доллар США
1,2/9/2023,71.5763,Доллар США
1,2/8/2023,70.8924,Доллар США
1,2/7/2023,70.5991,Доллар США
1,2/4/2023,70.3847,Доллар США
1,2/3/2023,70.0414,Доллар США
1,2/2/2023,70.1217,Доллар США
1,2/1/2023,70.5174,Доллар США
1,1/31/2023,69.5927,Доллар США
1,1/28/2023,69.3372,Доллар США
1,1/27/2023,69.1263,Доллар США
1,1/26/2023,68.9573,Доллар США
1,1/25/2023,68.7529,Доллар США
1,1/24/2023,68.6288,Доллар США
1,1/21/2023,68.6656,Доллар США
1,1/20/2023,68.8467,Доллар США
1,1/19/2023,68.8728,Доллар США
1,1/18/2023,68.6644,Доллар США
1,1/17/2023,68.2892,Доллар США
1,1/14/2023,67.5744,Доллар США
1,1/13/2023,67.7775,Доллар США
1,1/12/2023,69.0202,Доллар США
1,1/11/2023,69.6094,Доллар США
1,1/10/2023,70.3002,Доллар США
1,12/31/2022,70.3375,Доллар США
1,12/30/2022,71.9778,Доллар США
1,12/29/2022,71.3261,Доллар США
1,12/28/2022,69.9346,Доллар США
1,12/27/2022,68.4487,Доллар США
1,12/24/2022,68.6760,Доллар США
1,12/23/2022,72.1306,Доллар США
1,12/22/2022,70.5256,Доллар США
1,12/21/2022,69.0037,Доллар США
1,12/20/2022,66.3474,Доллар США
1,12/17/2022,64.6078,Доллар США
1,12/16/2022,64.3015,Доллар США
1,12/15/2022,63.3590,Доллар США
1,12/14/2022,63.2120,Доллар США
1,12/13/2022,62.7674,Доллар США
1,12/10/2022,62.3813,Доллар США
1,12/9/2022,62.5722,Доллар США
1,12/8/2022,62.9372,Доллар США
1,12/7/2022,62.9103,Доллар США
1,12/6/2022,62.1849,Доллар США
1,12/3/2022,61.7749,Доллар США
1,12/2/2022,61.1479,Доллар США
1,12/1/2022,60.8803,Доллар США
1,11/30/2022,61.0742,Доллар США
1,11/29/2022,60.7520,Доллар США
1,11/26/2022,60.4797,Доллар США
1,11/25/2022,60.3866,Доллар США
1,11/24/2022,60.5043,Доллар США
1,11/23/2022,60.6566,Доллар США
1,11/22/2022,60.7379,Доллар США
1,11/19/2022,60.3741,Доллар США
1,11/18/2022,60.3894,Доллар США
1,11/17/2022,60.3484,Доллар США
1,11/16/2022,60.3116,Доллар США
1,11/15/2022,60.3982,Доллар США
1,11/12/2022,60.2179,Доллар США
1,11/11/2022,61.2434,Доллар США
1,11/10/2022,61.0611,Доллар США
1,11/9/2022,60.9774,Доллар США
1,11/8/2022,61.2367,Доллар США
1,11/4/2022,62.0955,Доллар США
1,11/3/2022,61.6175,Доллар США
1,11/2/2022,61.4275,Доллар США
1,11/1/2022,61.6229,Доллар США
1,10/29/2022,61.5343,Доллар США
1,10/28/2022,61.3589,Доллар США
1,10/27/2022,61.4277,Доллар США
1,10/26/2022,61.3326,Доллар США
1,10/25/2022,61.1629,Доллар США
1,10/22/2022,61.1958,Доллар США
1,10/21/2022,61.5018,Доллар США
1,10/20/2022,61.5905,Доллар США
1,10/19/2022,61.7032,Доллар США
1,10/18/2022,61.7634,Доллар США
1,10/15/2022,63.0558,Доллар США
1,10/14/2022,63.4917,Доллар США
1,10/13/2022,63.7559,Доллар США
1,10/12/2022,63.6840,Доллар США
1,10/11/2022,62.3126,Доллар США
1,10/8/2022,61.2475,Доллар США
1,10/7/2022,60.2534,Доллар США
1,10/6/2022,59.4043,Доллар США
1,10/5/2022,58.7913,Доллар США
1,10/4/2022,57.5664,Доллар США
1,10/1/2022,55.2987,Доллар США
1,9/30/2022,57.4130,Доллар США
1,9/29/2022,58.4485,Доллар США
1,9/28/2022,58.1756,Доллар США
1,9/27/2022,57.9990,Доллар США
1,9/24/2022,58.1006,Доллар США
1,9/23/2022,59.8318,Доллар США
1,9/22/2022,60.8685,Доллар США
1,9/21/2022,60.0158,Доллар США
1,9/20/2022,60.1662,Доллар США
1,9/17/2022,60.0316,Доллар США
1,9/16/2022,59.6663,Доллар США
1,9/15/2022,59.7751,Доллар США
1,9/14/2022,60.0676,Доллар США
1,9/13/2022,60.4568,Доллар США
1,9/10/2022,60.4696,Доллар США
1,9/9/2022,60.8010,Доллар США
1,9/8/2022,61.1814,Доллар США
1,9/7/2022,60.8544,Доллар США
1,9/6/2022,60.9033,Доллар США
1,9/3/2022,60.3713,Доллар США
1,9/2/2022,60.2370,Доллар США
1,9/1/2022,60.2386,Доллар США
1,8/31/2022,60.3677,Доллар США
1,8/30/2022,60.3636,Доллар США
1,8/27/2022,60.0924,Доллар США
1,8/26/2022,59.7699,Доллар США
1,8/25/2022,59.9974,Доллар США
1,8/24/2022,59.8963,Доллар США
1,8/23/2022,59.7419,Доллар США
1,8/20/2022,59.1321,Доллар США
1,8/19/2022,59.9570,Доллар США
1,8/18/2022,60.7552,Доллар США
1,8/17/2022,61.4247,Доллар США
1,8/16/2022,61.3747,Доллар США
1,8/13/2022,60.8993,Доллар США
1,8/12/2022,60.6229,Доллар США
1,8/11/2022,60.4542,Доллар США
1,8/10/2022,60.3814,Доллар США
1,8/9/2022,60.3164,Доллар США
1,8/6/2022,60.3696,Доллар США
1,8/5/2022,60.2580,Доллар США
1,8/4/2022,60.2374,Доллар США
1,8/3/2022,60.1595,Доллар США
1,8/2/2022,62.0506,Доллар США
1,7/30/2022,61.3101,Доллар США
1,7/29/2022,60.2031,Доллар США
1,7/28/2022,60.2198,Доллар США
1,7/27/2022,58.6605,Доллар США
1,7/26/2022,57.7821,Доллар США
1,7/23/2022,57.3917,Доллар США
1,7/22/2022,56.4783,Доллар США
1,7/21/2022,54.8491,Доллар США
1,7/20/2022,55.4370,Доллар США
1,7/19/2022,56.5616,Доллар США
1,7/16/2022,57.8323,Доллар США
1,7/15/2022,58.2568,Доллар США
1,7/14/2022,58.5322,Доллар США
1,7/13/2022,58.8541,Доллар США
1,7/12/2022,61.3045,Доллар США
1,7/9/2022,61.2664,Доллар США
1,7/8/2022,63.1427,Доллар США
1,7/7/2022,62.9110,Доллар США
1,7/6/2022,58.5118,Доллар США
1,7/5/2022,55.0858,Доллар США
1,7/2/2022,53.7676,Доллар США
1,7/1/2022,52.5123,Доллар США
1,6/30/2022,51.1580,Доллар США
1,6/29/2022,52.9699,Доллар США
1,6/28/2022,53.3641,Доллар США
1,6/25/2022,53.3234,Доллар США
1,6/24/2022,53.3578,Доллар США
1,6/23/2022,53.2788,Доллар США
1,6/22/2022,54.7081,Доллар США
1,6/21/2022,56.1727,Доллар США
1,6/18/2022,56.7101,Доллар США
1,6/17/2022,56.8691,Доллар США
1,6/16/2022,56.6624,Доллар США
1,6/15/2022,57.0926,Доллар США
1,6/11/2022,57.7780,Доллар США
1,6/10/2022,58.3895,Доллар США
1,6/9/2022,60.2282,Доллар США
1,6/8/2022,60.9565,Доллар США
1,6/7/2022,61.1094,Доллар США
1,6/4/2022,61.9659,Доллар США
1,6/3/2022,61.5750,Доллар США
1,6/2/2022,61.4733,Доллар США
1,6/1/2022,61.6069,Доллар США
1,5/31/2022,63.0975,Доллар США
1,5/28/2022,66.4029,Доллар США
1,5/27/2022,62.0495,Доллар США
1,5/26/2022,56.2996,Доллар США
1,5/25/2022,56.9690,Доллар США
1,5/24/2022,58.2087,Доллар США
1,5/21/2022,58.8862,Доллар США
1,5/20/2022,62.4031,Доллар США
1,5/19/2022,63.5643,Доллар США
1,5/18/2022,63.5428,Доллар США
1,5/17/2022,63.4445,Доллар США
1,5/14/2022,63.7799,Доллар США
1,5/13/2022,65.7916,Доллар США
1,5/12/2022,68.8389,Доллар США
1,5/7/2022,67.3843,Доллар США
1,5/6/2022,66.2378,Доллар США
1,5/5/2022,69.4160,Доллар США
1,4/30/2022,71.0237,Доллар США
1,4/29/2022,72.2953,Доллар США
1,4/28/2022,72.8764,Доллар США
1,4/27/2022,72.7089,Доллар США
1,4/26/2022,73.3611,Доллар США
1,4/23/2022,73.5050,Доллар США
1,4/22/2022,74.9990,Доллар США
1,4/21/2022,77.0809,Доллар США
1,4/20/2022,79.0287,Доллар США
1,4/19/2022,79.4529,Доллар США
1,4/16/2022,80.0437,Доллар США
1,4/15/2022,81.2880,Доллар США
1,4/14/2022,79.8471,Доллар США
1,4/13/2022,79.6274,Доллар США
1,4/12/2022,79.1596,Доллар США
1,4/9/2022,74.8501,Доллар США
1,4/8/2022,76.2547,Доллар США
1,4/7/2022,82.5962,Доллар США
1,4/6/2022,83.3520,Доллар США
1,4/5/2022,83.5932,Доллар США
1,4/2/2022,83.4285,Доллар США
1,4/1/2022,83.4097,Доллар США
1,3/31/2022,84.0851,Доллар США
1,3/30/2022,86.2843,Доллар США
1,3/29/2022,93.7125,Доллар США
1,3/26/2022,95.6618,Доллар США
1,3/25/2022,96.0458,Доллар США
1,3/24/2022,103.1618,Доллар США
1,3/23/2022,104.0741,Доллар США
1,3/22/2022,104.6819,Доллар США
1,3/19/2022,103.9524,Доллар США
1,3/18/2022,104.8012,Доллар США
1,3/17/2022,108.0521,Доллар США
1,3/16/2022,111.4823,Доллар США
1,3/15/2022,115.1963,Доллар США
1,3/12/2022,116.7517,Доллар США
1,3/11/2022,120.3785,Доллар США
1,3/10/2022,116.0847,Доллар США
1,3/6/2022,105.8124,Доллар США
1,3/5/2022,105.8124,Доллар США
1,3/4/2022,111.7564,Доллар США
1,3/3/2022,103.2487,Доллар США
1,3/2/2022,91.7457,Доллар США
1,3/1/2022,93.5589,Доллар США
1,2/26/2022,83.5485,Доллар США
1,2/25/2022,86.9288,Доллар США
1,2/23/2022,80.4194,Доллар США
1,2/22/2022,76.7671,Доллар США
1,2/19/2022,75.7619,Доллар США
1,2/18/2022,75.7527,Доллар США
1,2/17/2022,75.0141,Доллар США
1,2/16/2022,76.1660,Доллар США
1,2/15/2022,76.5762,Доллар США
1,2/12/2022,74.9867,Доллар США
1,2/11/2022,74.7241,Доллар США
1,2/10/2022,74.8015,Доллар США
1,2/9/2022,75.3042,Доллар США
1,2/8/2022,75.6806,Доллар США
1,2/5/2022,76.0509,Доллар США
1,2/4/2022,76.6501,Доллар США
1,2/3/2022,76.4849,Доллар США
1,2/2/2022,77.1302,Доллар США
1,2/1/2022,77.4702,Доллар США
1,1/29/2022,77.8174,Доллар США
1,1/28/2022,78.9470,Доллар США
1,1/27/2022,78.9437,Доллар США
1,1/26/2022,78.6422,Доллар США
1,1/25/2022,77.3649,Доллар США
1,1/22/2022,76.6903,Доллар США
1,1/21/2022,76.4408,Доллар США
1,1/20/2022,76.8697,Доллар США
1,1/19/2022,76.3347,Доллар США
1,1/18/2022,76.0404,Доллар США
1,1/15/2022,75.7668,Доллар США
1,1/14/2022,74.5686,Доллар США
1,1/13/2022,74.5277,Доллар США
1,1/12/2022,74.8355,Доллар США
1,1/11/2022,75.1315,Доллар США
1,12/31/2021,74.2926,Доллар США
1,12/30/2021,73.6514,Доллар США
1,12/29/2021,73.4959,Доллар США
1,12/28/2021,73.2329,Доллар США
1,12/25/2021,73.1886,Доллар США
1,12/24/2021,73.3583,Доллар США
1,12/23/2021,73.7901,Доллар США
1,12/22/2021,73.8206,Доллар США
1,12/21/2021,74.2947,Доллар США
1,12/18/2021,73.7330,Доллар США
1,12/17/2021,73.5708,Доллар США
1,12/16/2021,73.8510,Доллар США
1,12/15/2021,73.4698,Доллар США
1,12/14/2021,73.4107,Доллар США
1,12/11/2021,73.6059,Доллар США
1,12/10/2021,73.5998,Доллар США
1,12/9/2021,73.8453,Доллар США
1,12/8/2021,74.1399,Доллар США
1,12/7/2021,73.6694,Доллар США
1,12/4/2021,73.7426,Доллар США
1,12/3/2021,74.0637,Доллар США
1,12/2/2021,73.9746,Доллар США
1,12/1/2021,74.8926,Доллар США
1,11/30/2021,74.9818,Доллар США
1,11/27/2021,75.5873,Доллар США
1,11/26/2021,74.6004,Доллар США
1,11/25/2021,74.3726,Доллар США
1,11/24/2021,74.8327,Доллар США
1,11/23/2021,73.4506,Доллар США
1,11/20/2021,72.7617,Доллар США
1,11/19/2021,72.6022,Доллар США
1,11/18/2021,72.8228,Доллар США
1,11/17/2021,72.5553,Доллар США
1,11/16/2021,72.2724,Доллар США
1,11/13/2021,71.8118,Доллар США
1,11/12/2021,71.1964,Доллар США
1,11/11/2021,70.6950,Доллар США
1,11/10/2021,71.2866,Доллар США
1,11/9/2021,71.3975,Доллар США
1,11/4/2021,71.4876,Доллар США
1,11/3/2021,71.4783,Доллар США
1,11/2/2021,71.0863,Доллар США
1,10/30/2021,70.5200,Доллар США
1,10/29/2021,70.5207,Доллар США
1,10/28/2021,69.8104,Доллар США
1,10/27/2021,69.5526,Доллар США
1,10/26/2021,70.1345,Доллар США
1,10/23/2021,70.8623,Доллар США
1,10/22/2021,70.9904,Доллар США
1,10/21/2021,71.0555,Доллар США
1,10/20/2021,70.9674,Доллар США
1,10/19/2021,71.1714,Доллар США
1,10/16/2021,71.2371,Доллар США
1,10/15/2021,71.7846,Доллар США
1,10/14/2021,71.8577,Доллар США
1,10/13/2021,71.8801,Доллар США
1,10/12/2021,71.6373,Доллар США
1,10/9/2021,71.9882,Доллар США
1,10/8/2021,72.2854,Доллар США
1,10/7/2021,72.5682,Доллар США
1,10/6/2021,72.5686,Доллар США
1,10/5/2021,72.9239,Доллар США
1,10/2/2021,72.9215,Доллар США
1,10/1/2021,72.6642,Доллар США
1,9/30/2021,72.7608,Доллар США
1,9/29/2021,72.5083,Доллар США
1,9/28/2021,72.6613,Доллар США
1,9/25/2021,73.0081,Доллар США
1,9/24/2021,72.7245,Доллар США
1,9/23/2021,72.8806,Доллар США
1,9/22/2021,73.2067,Доллар США
1,9/21/2021,73.3315,Доллар США
1,9/18/2021,72.5602,Доллар США
1,9/17/2021,72.4329,Доллар США
1,9/16/2021,72.8520,Доллар США
1,9/15/2021,72.7171,Доллар США
1,9/14/2021,73.0841,Доллар США
1,9/11/2021,72.7600,Доллар США
1,9/10/2021,73.1290,Доллар США
1,9/9/2021,73.4421,Доллар США
1,9/8/2021,73.1909,Доллар США
1,9/7/2021,72.9538,Доллар США
1,9/4/2021,72.8545,Доллар США
1,9/3/2021,72.8491,Доллар США
1,9/2/2021,73.1912,Доллар США
1,9/1/2021,73.2781,Доллар США
1,8/31/2021,73.5744,Доллар США
1,8/28/2021,73.9866,Доллар США
1,8/27/2021,73.9908,Доллар США
1,8/26/2021,73.7428,Доллар США
1,8/25/2021,73.9465,Доллар США
1,8/24/2021,74.0666,Доллар США
1,8/21/2021,74.3640,Доллар США
1,8/20/2021,74.1503,Доллар США
1,8/19/2021,73.4633,Доллар США
1,8/18/2021,73.4753,Доллар США
1,8/17/2021,73.3920,Доллар США
1,8/14/2021,73.4721,Доллар США
1,8/13/2021,73.5671,Доллар США
1,8/12/2021,73.9695,Доллар США
1,8/11/2021,73.5962,Доллар США
1,8/10/2021,73.5078,Доллар США
1,8/7/2021,73.1304,Доллар США
1,8/6/2021,73.1680,Доллар США
1,8/5/2021,72.7857,Доллар США
1,8/4/2021,72.8724,Доллар США
1,8/3/2021,73.0156,Доллар США
1,7/31/2021,73.1388,Доллар США
1,7/30/2021,73.1904,Доллар США
1,7/29/2021,73.6088,Доллар США
1,7/28/2021,73.8471,Доллар США
1,7/27/2021,74.0980,Доллар США
1,7/24/2021,73.7663,Доллар США
1,7/23/2021,73.6945,Доллар США
1,7/22/2021,74.4947,Доллар США
1,7/21/2021,74.4910,Доллар США
1,7/20/2021,74.3463,Доллар США
1,7/17/2021,74.1656,Доллар США
1,7/16/2021,74.2197,Доллар США
1,7/15/2021,74.1236,Доллар США
1,7/14/2021,74.0589,Доллар США
1,7/13/2021,74.6336,Доллар США
1,7/10/2021,74.4675,Доллар США
1,7/9/2021,75.1952,Доллар США
1,7/8/2021,74.0580,Доллар США
1,7/7/2021,73.2660,Доллар США
1,7/6/2021,73.3540,Доллар США
1,7/3/2021,73.6175,Доллар США
1,7/2/2021,72.9086,Доллар США
1,7/1/2021,72.7234,Доллар США
1,6/30/2021,72.3723,Доллар США
1,6/29/2021,72.1777,Доллар США
1,6/26/2021,72.1694,Доллар США
1,6/25/2021,72.3260,Доллар США
1,6/24/2021,72.6671,Доллар США
1,6/23/2021,73.1661,Доллар США
1,6/22/2021,73.1987,Доллар США
1,6/19/2021,72.2216,Доллар США
1,6/18/2021,72.5048,Доллар США
1,6/17/2021,72.0323,Доллар США
1,6/16/2021,71.8318,Доллар США
1,6/12/2021,71.6797,Доллар США
1,6/11/2021,72.1974,Доллар США
1,6/10/2021,72.0829,Доллар США
1,6/9/2021,72.8256,Доллар США
1,6/8/2021,72.9294,Доллар США
1,6/5/2021,73.2721,Доллар США
1,6/4/2021,73.2636,Доллар США
1,6/3/2021,73.4979,Доллар США
1,6/2/2021,73.2411,Доллар США
1,6/1/2021,73.2965,Доллар США
1,5/29/2021,73.5870,Доллар США
1,5/28/2021,73.4580,Доллар США
1,5/27/2021,73.4737,Доллар США
1,5/26/2021,73.3963,Доллар США
1,5/25/2021,73.5266,Доллар США
1,5/22/2021,73.5803,Доллар США
1,5/21/2021,73.6007,Доллар США
1,5/20/2021,73.6778,Доллар США
1,5/19/2021,73.6992,Доллар США
1,5/18/2021,73.8537,Доллар США
1,5/15/2021,73.9968,Доллар США
1,5/14/2021,74.3566,Доллар США
1,5/13/2021,74.0400,Доллар США
1,5/12/2021,74.1567,Доллар США
1,5/8/2021,74.1373,Доллар США
1,5/7/2021,74.5770,Доллар США
1,5/6/2021,74.8617,Доллар США
1,5/5/2021,75.2567,Доллар США
1,5/1/2021,74.8451,Доллар США
1,4/30/2021,74.3823,Доллар США
1,4/29/2021,74.9390,Доллар США
1,4/28/2021,74.9578,Доллар США
1,4/27/2021,74.7680,Доллар США
1,4/24/2021,75.0893,Доллар США
1,4/23/2021,76.4217,Доллар США
1,4/22/2021,76.8198,Доллар США
1,4/21/2021,76.0155,Доллар США
1,4/20/2021,76.2491,Доллар США
1,4/17/2021,75.5535,Доллар США
1,4/16/2021,76.9808,Доллар США
1,4/15/2021,75.6826,Доллар США
1,4/14/2021,77.2535,Доллар США
1,4/13/2021,77.5104,Доллар США
1,4/10/2021,77.1657,Доллар США
1,4/9/2021,77.1011,Доллар США
1,4/8/2021,77.7730,Доллар США
1,4/7/2021,76.3802,Доллар США
1,4/6/2021,76.6052,Доллар США
1,4/3/2021,76.0734,Доллар США
1,4/2/2021,75.8073,Доллар США
1,4/1/2021,75.6373,Доллар США
1,3/31/2021,75.7023,Доллар США
1,3/30/2021,75.8287,Доллар США
1,3/27/2021,75.7576,Доллар США
1,3/26/2021,76.1741,Доллар США
1,3/25/2021,76.1535,Доллар США
1,3/24/2021,75.3585,Доллар США
1,3/23/2021,74.6085,Доллар США
1,3/20/2021,74.1390,Доллар США
1,3/19/2021,73.6582,Доллар США
1,3/18/2021,73.1019,Доллар США
1,3/17/2021,72.9619,Доллар США
1,3/16/2021,73.2317,Доллар США
1,3/13/2021,73.5081,Доллар США
1,3/12/2021,73.4996,Доллар США
1,3/11/2021,74.0393,Доллар США
1,3/10/2021,74.2640,Доллар США
1,3/6/2021,74.4275,Доллар США
1,3/5/2021,73.7864,Доллар США
1,3/4/2021,73.5187,Доллар США
1,3/3/2021,74.5755,Доллар США
1,3/2/2021,74.0448,Доллар США
1,2/27/2021,74.4373,Доллар США
1,2/26/2021,73.4747,Доллар США
1,2/25/2021,73.7532,Доллар США
1,2/21/2021,73.9833,Доллар США
1,2/20/2021,73.9717,Доллар США
1,2/19/2021,73.7755,Доллар США
1,2/18/2021,73.7669,Доллар США
1,2/17/2021,73.2895,Доллар США
1,2/16/2021,73.3092,Доллар США
1,2/13/2021,73.9378,Доллар США
1,2/12/2021,73.7579,Доллар США
1,2/11/2021,73.8526,Доллар США
1,2/10/2021,74.1192,Доллар США
1,2/9/2021,74.2602,Доллар США
1,2/6/2021,75.1107,Доллар США
1,2/5/2021,75.7293,Доллар США
1,2/4/2021,76.0801,Доллар США
1,2/3/2021,75.9051,Доллар США
1,2/2/2021,75.5053,Доллар США
1,1/30/2021,76.2527,Доллар США
1,1/29/2021,76.1854,Доллар США
1,1/28/2021,75.0400,Доллар США
1,1/27/2021,75.6354,Доллар США
1,1/26/2021,74.8569,Доллар США
1,1/23/2021,74.3615,Доллар США
1,1/22/2021,73.3694,Доллар США
1,1/21/2021,73.3550,Доллар США
1,1/20/2021,73.7243,Доллар США
1,1/19/2021,73.9735,Доллар США
1,1/16/2021,73.5453,Доллар США
1,1/15/2021,73.7961,Доллар США
1,1/14/2021,73.5264,Доллар США
1,1/13/2021,74.2663,Доллар США
1,1/12/2021,74.5157,Доллар США
1,1/1/2021,73.8757,Доллар США
